week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W07,Pricing & Estimating Coordinator,Pricing & Estimating Coordinator,CARTERS,"Christchurch Central, Canterbury",Planning,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W07,Forklift Driver (Container Loading Expert),Forklift Driver,U.B. Freight Ltd,"Mangere, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,62,forklift,Description is short — output is based mainly on title text,Yes,✓
2026_W07,Financial Accountant,Financial Accountant,Vitruvius,"Tauranga Central, Bay of Plenty",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W07,Business Improvement Manager,Business Improvement Manager,Mercury,"Rotorua Central, Bay of Plenty",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Customer Service Representative (Rest of World),Customer Service Representative,Gallagher,"Hamilton Lake, Waikato",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W06,Master Data Administrator (6x 12-week fixed terms),Master Data Administrator,Farmlands Co-operative,"Burnside, Canterbury",Operations,Specialist / Support,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Assistant Accountant,Assistant Accountant,Kiwicare,"Wiri, Auckland",Finance,Specialist / Support,1. Junior / Entry,Medium,Finance,Specialist / Support,1. Junior / Entry,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W06,Warehouse Storeperson,Warehouse Storeperson,Inchcape NZ Limited,"East Tamaki, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"warehouse, storeperson",Description is short — output is based mainly on title text,,✓
2026_W06,Procurement & Logistics Administrator,Procurement & Logistics Administrator,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,"Mount Wellington, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,62,procurement,Description is short — output is based mainly on title text,Yes,✓
2026_W06,Specialist Lead/ Senior Specialist Lead – HR Transformation,Specialist Lead,Deloitte - NZ,"Wellington Central, Wellington",Pending Review,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Functional Consultant - Fixed term,Functional Consultant,Chemfreight,"East Tamaki, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Specialist Lead/ Senior Specialist Lead – HR Transformation,Specialist Lead,Deloitte - NZ,"Auckland CBD, Auckland",Pending Review,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Systems & Implementation Specialist,Systems & Implementation Specialist,Wilderness Motorhomes,"Harewood, Canterbury",IT Support,Specialist / Support,4. Expert / Specialist,High,IT Support,Specialist / Support,3. Senior / Professional,72,systems,Description is short — output is based mainly on title text,,✓
2026_W06,Supply Chain Assistant - Auckland,Supply Chain Assistant,People Passion,"Point England, Auckland",Planning,Specialist / Support,1. Junior / Entry,Medium,Planning,Operational,1. Junior / Entry,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W06,Supply Chain Manager,Supply Chain Manager,Fiasco Ltd,"Cambridge, Waikato",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W06,Supply Chain Manager,Supply Chain Manager,Apollo Foods,"Whakatu, Hawkes Bay",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W06,Demand Planner,Demand Planner,Inghams Enterprises Pty Ltd,"Waitoa, Waikato",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,88,"demand planner, planner",Description is short — output is based mainly on title text,,✓
2026_W06,Supply Planner,Supply Planner,Walter & Wild,"Mangere Bridge, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,planner,Description is short — output is based mainly on title text,,✓
2026_W06,Procurement Specialist,Procurement Specialist,Wellfit Group Ltd,"Hamilton Central, Waikato",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,3. Senior / Professional,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W06,Demand Planning Coordinator,Demand Planning Coordinator,Mighty Ape,"Silverdale, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,planning,Description is short — output is based mainly on title text,,✓
2026_W06,Vendor Replenishment Planner,Vendor Replenishment Planner,Goodman Fielder New Zealand Limited,"Auckland CBD, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,80,"planner, replenishment",Description is short — output is based mainly on title text,,✓
2026_W06,Warehouse Operations,Warehouse Operations,Matthews Packaging & Hygiene,"Mangere, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W06,Procurement Manager (HAM),Procurement Manager,Tira,"Te Rapa, Waikato",Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W06,Supply Chain Portfolio Lead - Distribution Equipment,Supply Chain Portfolio Lead,Vector,"Newmarket, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W06,Logistics Coordinator,Logistics Coordinator,World of WearableArt Ltd,"Wellington Central, Wellington",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,88,"logistics coordinator, logistics",Description is short — output is based mainly on title text,,✓
2026_W06,Dispatch Administrator,Dispatch Administrator,Mount Cook Alpine Salmon,"Christchurch Central, Canterbury",Transport,Specialist / Support,2. Intermediate / Staff,High,Transport,Specialist / Support,2. Intermediate / Staff,72,dispatch,Description is short — output is based mainly on title text,,✓
2026_W06,Procurement Administrator,Procurement Administrator,Hunter Campbell Limited,"Manukau & East Auckland, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W06,Operations Manager,Operations Manager,Ryan and Alexander Consultancy Limited,"Tauranga Central, Bay of Plenty",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W06,Dispatch Assistant - Night Shift,Dispatch Assistant,"CHEP, A Brambles Company","Penrose, Auckland",Transport,Specialist / Support,1. Junior / Entry,High,Transport,Operational,1. Junior / Entry,72,dispatch,Description is short — output is based mainly on title text,,✓
2026_W06,Warehouse Shipping Administrator,Warehouse Shipping Administrator,Alliance Group Ltd,"Mataura, Southland",Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W06,Logistics Assistant- Christchurch,Logistics Assistant- Christchurch,NZ Blood Service,"Christchurch Central, Canterbury",Operations,Specialist / Support,1. Junior / Entry,High,Operations,Operational,1. Junior / Entry,72,logistics,Description is short — output is based mainly on title text,,✓
2026_W06,Shipping Co-ordinator,Shipping Co-ordinator,Private Advertiser,Auckland,Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W06,Export Logistics Coordinator,Export Logistics Coordinator,Fresha Export Limited,"Parnell, Auckland",Freight Forwarding,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,88,"logistics coordinator, logistics",Description is short — output is based mainly on title text,,✗ DIFF
2026_W06,Logistics Operator & Administrator,Logistics Operator & Administrator,New Zealand Mint,"Auckland CBD, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Operations,Specialist / Support,2. Intermediate / Staff,80,"logistics, operator",Description is short — output is based mainly on title text,,✓
2026_W06,Manufacturing and Logistics Operator,Manufacturing and Logistics Operator,New Zealand Mint,"Auckland CBD, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,"logistics, operator",Description is short — output is based mainly on title text,,✓
2026_W06,Consol (Casual),Consol,New Zealand Couriers,Auckland,Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,72,consol,Description is short — output is based mainly on title text,,✓
2026_W06,Logistics Operations Coordinator,Logistics Operations Coordinator,Graham Consulting Christchurch,"Christchurch Central, Canterbury",Operations,Operational,2. Intermediate / Staff,High,Operations,Operational,2. Intermediate / Staff,88,"operations coordinator, logistics",Description is short — output is based mainly on title text,,✓
2026_W06,Warehouse & Delivery Legend Wanted!,Warehouse & Delivery Legend Wanted!,APSM Pty Ltd,"Onehunga, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,62,warehouse,Description is short — output is based mainly on title text,Yes,✓
2026_W06,Customer Service Representative,Customer Service Representative,The Produce Company Ltd,"St Johns, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✓
2026_W06,Customer Care Representative,Customer Care Representative,L'Oreal,"Ellerslie, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,72,representative,Description is short — output is based mainly on title text,,✓
